175,13,850.789794921875,588.3718872070312,49.9031982421875,97.9200439453125,0.6137344837188721,1,19,-1
176,13,851.131591796875,588.507080078125,50.48651123046875,94.49224853515625,0.5305125117301941,1,19,-1
177,13,851.3582153320312,588.2181396484375,51.86981201171875,93.02166748046875,0.5524590611457825,1,19,-1
180,13,853.6458129882812,585.57275390625,52.90643310546875,94.6822509765625,0.5241601467132568,1,19,-1
181,13,855.8258056640625,584.67724609375,52.2137451171875,100.1502685546875,0.5848237872123718,1,19,-1
182,13,856.9370727539062,583.7733764648438,52.86956787109375,101.61578369140625,0.5514301061630249,1,19,-1
197,13,881.9143676757812,552.470458984375,59.4205322265625,108.55682373046875,0.6157758235931396,1,19,-1
205,13,896.369140625,544.1008911132812,64.35302734375,117.69451904296875,0.572573184967041,1,19,-1
258,15,902.7120361328125,406.0422668457031,103.81683349609375,210.40335083007812,0.6070675253868103,1,7,-1
259,15,899.536376953125,403.1246643066406,105.40423583984375,212.16580200195312,0.5728511214256287,1,7,-1
260,15,897.1848754882812,399.65289306640625,105.5301513671875,212.82525634765625,0.5426273345947266,1,7,-1
261,15,893.9380493164062,397.131103515625,106.583984375,195.6551513671875,0.6547263264656067,1,7,-1
262,15,890.4508666992188,392.8116149902344,108.6929931640625,191.48092651367188,0.5415816903114319,1,7,-1
263,15,886.682373046875,389.12579345703125,110.30462646484375,189.39105224609375,0.7262161374092102,1,7,-1
264,15,883.4166870117188,385.9681091308594,111.5787353515625,189.06192016601562,0.7655055522918701,1,7,-1
